"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 17 12:48:02 GMT 2024","Fri May 17 12:48:17 GMT 2024","14782","Testcases","test_green_cart","TestGreenCart","","","test_home_page",""
