"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 20 12:12:03 GMT 2024","Mon May 20 12:12:19 GMT 2024","16091","Testcases","test_green_cart","TestGreenCart","","","test_home_page",""
