"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 21 04:38:46 GMT 2024","Tue May 21 04:39:01 GMT 2024","15295","Testcases","test_green_cart","TestGreenCart","","","test_home_page",""
