"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 20 13:00:55 GMT 2024","Mon May 20 13:01:09 GMT 2024","14175","Testcases","test_green_cart","TestGreenCart","","","test_home_page",""
