"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 21 04:28:56 GMT 2024","Tue May 21 04:29:10 GMT 2024","14122","Testcases","test_green_cart","TestGreenCart","","","test_home_page",""
