"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 20 14:59:07 GMT 2024","Mon May 20 14:59:21 GMT 2024","13818","Testcases","test_green_cart","TestGreenCart","","","test_home_page",""
