"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 20 13:50:59 GMT 2024","Mon May 20 13:51:15 GMT 2024","16312","Testcases","test_green_cart","TestGreenCart","","","test_home_page",""
