"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 20 14:03:11 GMT 2024","Mon May 20 14:03:25 GMT 2024","13850","Testcases","test_green_cart","TestGreenCart","","","test_home_page",""
