"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 20 11:45:15 GMT 2024","Mon May 20 11:45:30 GMT 2024","14755","Testcases","test_green_cart","TestGreenCart","","","test_home_page",""
