"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 21 04:44:22 GMT 2024","Tue May 21 04:44:36 GMT 2024","14038","Testcases","test_green_cart","TestGreenCart","","","test_home_page",""
